source_image,group,n_patches
7_3_PSY_24hod_2_Multichannel Z-Stack_20251219_539.npy,Psilocybin | 24h,324
7_3_PSY_24hod_3_Multichannel Z-Stack_20251219_540.npy,Psilocybin | 24h,324
7_3_PSY_24hod_4_Multichannel Z-Stack_20251219_541.npy,Psilocybin | 24h,324
7_3_PSY_24hod_5_Multichannel Z-Stack_20251219_542.npy,Psilocybin | 24h,324
7_3_PSY_24hod_6_Multichannel Z-Stack_20251219_543.npy,Psilocybin | 24h,324
7_3_PSY_24hod_7_Multichannel Z-Stack_20251219_544.npy,Psilocybin | 24h,324
7_3_PSY_24hod_8_Multichannel Z-Stack_20251219_545.npy,Psilocybin | 24h,324
7_3_PSY_24hod_9_Multichannel Z-Stack_20251219_546.npy,Psilocybin | 24h,324
7_4_NORPSIHARMIN_24hod_10_Multichannel Z-Stack_20251219_577.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_1_Multichannel Z-Stack_20251219_568.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_2_Multichannel Z-Stack_20251219_569.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_3_Multichannel Z-Stack_20251219_570.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_4_Multichannel Z-Stack_20251219_571.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_5_Multichannel Z-Stack_20251219_572.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_6_Multichannel Z-Stack_20251219_573.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_7_Multichannel Z-Stack_20251219_574.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_8_Multichannel Z-Stack_20251219_575.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSIHARMIN_24hod_9_Multichannel Z-Stack_20251219_576.npy,Norpsilocin + harmine | 24h,324
7_4_NORPSI_24hod_10_Multichannel Z-Stack_20251219_567.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_1_Multichannel Z-Stack_20251219_558.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_2_Multichannel Z-Stack_20251219_559.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_3_Multichannel Z-Stack_20251219_560.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_4_Multichannel Z-Stack_20251219_561.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_5_Multichannel Z-Stack_20251219_562.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_6_Multichannel Z-Stack_20251219_563.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_7_Multichannel Z-Stack_20251219_564.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_8_Multichannel Z-Stack_20251219_565.npy,Norpsilocin | 24h,324
7_4_NORPSI_24hod_9_Multichannel Z-Stack_20251219_566.npy,Norpsilocin | 24h,324
7_5_BAEOHARMIN_24hod_10_Multichannel Z-Stack_20251219_597.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_1_Multichannel Z-Stack_20251219_588.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_2_Multichannel Z-Stack_20251219_589.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_3_Multichannel Z-Stack_20251219_590.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_4_Multichannel Z-Stack_20251219_591.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_5_Multichannel Z-Stack_20251219_592.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_6_Multichannel Z-Stack_20251219_593.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_7_Multichannel Z-Stack_20251219_594.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_8_Multichannel Z-Stack_20251219_595.npy,Baeocystin + harmine | 24h,324
7_5_BAEOHARMIN_24hod_9_Multichannel Z-Stack_20251219_596.npy,Baeocystin + harmine | 24h,324
7_5_BAEO_24hod_10_Multichannel Z-Stack_20251219_587.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_1_Multichannel Z-Stack_20251219_578.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_2_Multichannel Z-Stack_20251219_579.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_3_Multichannel Z-Stack_20251219_580.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_4_Multichannel Z-Stack_20251219_581.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_5_Multichannel Z-Stack_20251219_582.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_6_Multichannel Z-Stack_20251219_583.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_7_Multichannel Z-Stack_20251219_584.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_8_Multichannel Z-Stack_20251219_585.npy,Baeocystin | 24h,324
7_5_BAEO_24hod_9_Multichannel Z-Stack_20251219_586.npy,Baeocystin | 24h,324
7_6_NORBAEOHARMIN_24hod_10_Multichannel Z-Stack_20251219_618.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_1_Multichannel Z-Stack_20251219_608.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_2_Multichannel Z-Stack_20251219_609.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_3_Multichannel Z-Stack_20251219_610.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_3b_Multichannel Z-Stack_20251219_611.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_4_Multichannel Z-Stack_20251219_612.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_5_Multichannel Z-Stack_20251219_613.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_6_Multichannel Z-Stack_20251219_614.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_7_Multichannel Z-Stack_20251219_615.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_8_Multichannel Z-Stack_20251219_616.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEOHARMIN_24hod_9_Multichannel Z-Stack_20251219_617.npy,Norbaeocystin + harmine | 24h,324
7_6_NORBAEO_24hod_10_Multichannel Z-Stack_20251219_607.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_1_Multichannel Z-Stack_20251219_598.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_2_Multichannel Z-Stack_20251219_599.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_3_Multichannel Z-Stack_20251219_600.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_4_Multichannel Z-Stack_20251219_601.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_5_Multichannel Z-Stack_20251219_602.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_6_Multichannel Z-Stack_20251219_603.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_7_Multichannel Z-Stack_20251219_604.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_8_Multichannel Z-Stack_20251219_605.npy,Norbaeocystin | 24h,324
7_6_NORBAEO_24hod_9_Multichannel Z-Stack_20251219_606.npy,Norbaeocystin | 24h,324
7_7_AERUGHARMIN_24hod_10_Multichannel Z-Stack_20251219_639.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_1_Multichannel Z-Stack_20251219_630.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_2_Multichannel Z-Stack_20251219_631.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_3_Multichannel Z-Stack_20251219_632.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_4_Multichannel Z-Stack_20251219_633.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_5_Multichannel Z-Stack_20251219_634.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_6_Multichannel Z-Stack_20251219_635.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_7_Multichannel Z-Stack_20251219_636.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_8_Multichannel Z-Stack_20251219_637.npy,Aeruginascin + harmine | 24h,324
7_7_AERUGHARMIN_24hod_9_Multichannel Z-Stack_20251219_638.npy,Aeruginascin + harmine | 24h,324
7_7_AERUG_24hod_10_Multichannel Z-Stack_20251219_629.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_1_Multichannel Z-Stack_20251219_619.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_1b_Multichannel Z-Stack_20251219_620.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_2_Multichannel Z-Stack_20251219_621.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_3_Multichannel Z-Stack_20251219_622.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_4_Multichannel Z-Stack_20251219_623.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_5_Multichannel Z-Stack_20251219_624.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_6_Multichannel Z-Stack_20251219_625.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_7_Multichannel Z-Stack_20251219_626.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_8_Multichannel Z-Stack_20251219_627.npy,Aeruginascin | 24h,324
7_7_AERUG_24hod_9_Multichannel Z-Stack_20251219_628.npy,Aeruginascin | 24h,324
8_6_NORBAOHARMIN_24hod_10_Multichannel Z-Stack_20251220_752.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_1_Multichannel Z-Stack_20251220_742.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_2_Multichannel Z-Stack_20251220_743.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_3_Multichannel Z-Stack_20251220_744.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_3_Multichannel Z-Stack_20251220_745.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_4_Multichannel Z-Stack_20251220_746.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_5_Multichannel Z-Stack_20251220_747.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_6_Multichannel Z-Stack_20251220_748.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_7_Multichannel Z-Stack_20251220_749.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_8_Multichannel Z-Stack_20251220_750.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAOHARMIN_24hod_9_Multichannel Z-Stack_20251220_751.npy,Norbaeocystin + harmine | 24h,324
8_6_NORBAO_24hod_10_Multichannel Z-Stack_20251220_741.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_1_Multichannel Z-Stack_20251220_732.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_2_Multichannel Z-Stack_20251220_733.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_2_Multichannel Z-Stack_20251220_734.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_4_Multichannel Z-Stack_20251220_735.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_5_Multichannel Z-Stack_20251220_736.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_6_Multichannel Z-Stack_20251220_737.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_7_Multichannel Z-Stack_20251220_738.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_8_Multichannel Z-Stack_20251220_739.npy,Norbaeocystin | 24h,324
8_6_NORBAO_24hod_9_Multichannel Z-Stack_20251220_740.npy,Norbaeocystin | 24h,324
8_7_AERUGHARMIN_24hod_10_Multichannel Z-Stack_20251220_763.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_1_Multichannel Z-Stack_20251220_753.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_1_Multichannel Z-Stack_20251220_754.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_2_Multichannel Z-Stack_20251220_755.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_3_Multichannel Z-Stack_20251220_756.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_4_Multichannel Z-Stack_20251220_757.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_5_Multichannel Z-Stack_20251220_758.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_6_Multichannel Z-Stack_20251220_759.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_7_Multichannel Z-Stack_20251220_760.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_8_Multichannel Z-Stack_20251220_761.npy,Aeruginascin + harmine | 24h,324
8_7_AERUGHARMIN_24hod_9_Multichannel Z-Stack_20251220_762.npy,Aeruginascin + harmine | 24h,324
8_7_AERUG_24hod_10_Multichannel Z-Stack_20251220_774.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_1_Multichannel Z-Stack_20251220_764.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_2_Multichannel Z-Stack_20251220_765.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_3_Multichannel Z-Stack_20251220_766.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_4_Multichannel Z-Stack_20251220_767.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_5_Multichannel Z-Stack_20251220_768.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_6_Multichannel Z-Stack_20251220_769.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_7_Multichannel Z-Stack_20251220_770.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_7_Multichannel Z-Stack_20251220_771.npy,Aeruginascin | 24h,16
8_7_AERUG_24hod_8_Multichannel Z-Stack_20251220_772.npy,Aeruginascin | 24h,324
8_7_AERUG_24hod_9_Multichannel Z-Stack_20251220_773.npy,Aeruginascin | 24h,324
8_7_BAEO24_hod_10_Multichannel Z-Stack_20251219_721.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_1_Multichannel Z-Stack_20251219_712.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_2_Multichannel Z-Stack_20251219_713.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_3_Multichannel Z-Stack_20251219_714.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_4_Multichannel Z-Stack_20251219_715.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_5_Multichannel Z-Stack_20251219_716.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_6_Multichannel Z-Stack_20251219_717.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_7_Multichannel Z-Stack_20251219_718.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_8_Multichannel Z-Stack_20251219_719.npy,Baeocystin | 24h,324
8_7_BAEO24_hod_9_Multichannel Z-Stack_20251219_720.npy,Baeocystin | 24h,324
8_7_BAEOHARMIN24_hod_10_Multichannel Z-Stack_20251219_731.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_1_Multichannel Z-Stack_20251219_722.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_2_Multichannel Z-Stack_20251219_723.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_3_Multichannel Z-Stack_20251219_724.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_4_Multichannel Z-Stack_20251219_725.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_5_Multichannel Z-Stack_20251219_726.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_6_Multichannel Z-Stack_20251219_727.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_7_Multichannel Z-Stack_20251219_728.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_8_Multichannel Z-Stack_20251219_729.npy,Baeocystin + harmine | 24h,324
8_7_BAEOHARMIN24_hod_9_Multichannel Z-Stack_20251219_730.npy,Baeocystin + harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_10_Multichannel Z-Stack_20251219_659.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_1_Multichannel Z-Stack_20251219_650.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_2_Multichannel Z-Stack_20251219_651.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_3_Multichannel Z-Stack_20251219_652.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_4_Multichannel Z-Stack_20251219_653.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_5_Multichannel Z-Stack_20251219_654.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_6_Multichannel Z-Stack_20251219_655.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_7_Multichannel Z-Stack_20251219_656.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_8_Multichannel Z-Stack_20251219_657.npy,Harmine | 24h,324
8_7_KONTROLAHARMIN_24hod_9_Multichannel Z-Stack_20251219_658.npy,Harmine | 24h,324
8_7_KONTROLA_24hod_10_Multichannel Z-Stack_20251219_649.npy,Control | 24h,324
8_7_KONTROLA_24hod_1_Multichannel Z-Stack_20251219_640.npy,Control | 24h,324
8_7_KONTROLA_24hod_2_Multichannel Z-Stack_20251219_641.npy,Control | 24h,324
8_7_KONTROLA_24hod_3_Multichannel Z-Stack_20251219_642.npy,Control | 24h,324
8_7_KONTROLA_24hod_4_Multichannel Z-Stack_20251219_643.npy,Control | 24h,324
8_7_KONTROLA_24hod_5_Multichannel Z-Stack_20251219_644.npy,Control | 24h,324
8_7_KONTROLA_24hod_6_Multichannel Z-Stack_20251219_645.npy,Control | 24h,324
8_7_KONTROLA_24hod_7_Multichannel Z-Stack_20251219_646.npy,Control | 24h,324
8_7_KONTROLA_24hod_8_Multichannel Z-Stack_20251219_647.npy,Control | 24h,324
8_7_KONTROLA_24hod_9_Multichannel Z-Stack_20251219_648.npy,Control | 24h,324
8_7_NORPSI24_hod_10_Multichannel Z-Stack_20251219_701.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_1_Multichannel Z-Stack_20251219_691.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_2_Multichannel Z-Stack_20251219_692.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_3_Multichannel Z-Stack_20251219_693.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_4_Multichannel Z-Stack_20251219_694.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_5_Multichannel Z-Stack_20251219_695.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_6_Multichannel Z-Stack_20251219_696.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_7_Multichannel Z-Stack_20251219_697.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_8_Multichannel Z-Stack_20251219_698.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_9B_Multichannel Z-Stack_20251219_700.npy,Norpsilocin | 24h,324
8_7_NORPSI24_hod_9_Multichannel Z-Stack_20251219_699.npy,Norpsilocin | 24h,324
8_7_NORPSIHARMIN24_hod_10_Multichannel Z-Stack_20251219_711.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_1_Multichannel Z-Stack_20251219_702.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_2_Multichannel Z-Stack_20251219_703.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_3_Multichannel Z-Stack_20251219_704.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_4_Multichannel Z-Stack_20251219_705.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_5_Multichannel Z-Stack_20251219_706.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_6_Multichannel Z-Stack_20251219_707.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_7_Multichannel Z-Stack_20251219_708.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_8_Multichannel Z-Stack_20251219_709.npy,Norpsilocin + harmine | 24h,324
8_7_NORPSIHARMIN24_hod_9_Multichannel Z-Stack_20251219_710.npy,Norpsilocin + harmine | 24h,324
8_7_PPKONTROLA_24hod_10_Multichannel Z-Stack_20251220_800.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_1_Multichannel Z-Stack_20251220_791.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_2_Multichannel Z-Stack_20251220_792.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_3_Multichannel Z-Stack_20251220_793.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_4_Multichannel Z-Stack_20251220_794.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_5_Multichannel Z-Stack_20251220_795.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_6_Multichannel Z-Stack_20251220_796.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_7_Multichannel Z-Stack_20251220_797.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_8_Multichannel Z-Stack_20251220_798.npy,Control | 24h,324
8_7_PPKONTROLA_24hod_9_Multichannel Z-Stack_20251220_799.npy,Control | 24h,324
8_7_PSI24_hod_10_Multichannel Z-Stack_20251219_669.npy,Psilocin | 24h,324
8_7_PSI24_hod_1_Multichannel Z-Stack_20251219_660.npy,Psilocin | 24h,324
8_7_PSI24_hod_2_Multichannel Z-Stack_20251219_661.npy,Psilocin | 24h,324
8_7_PSI24_hod_3_Multichannel Z-Stack_20251219_662.npy,Psilocin | 24h,324
8_7_PSI24_hod_4_Multichannel Z-Stack_20251219_663.npy,Psilocin | 24h,324
8_7_PSI24_hod_5_Multichannel Z-Stack_20251219_664.npy,Psilocin | 24h,324
8_7_PSI24_hod_6_Multichannel Z-Stack_20251219_665.npy,Psilocin | 24h,324
8_7_PSI24_hod_7_Multichannel Z-Stack_20251219_666.npy,Psilocin | 24h,324
8_7_PSI24_hod_8_Multichannel Z-Stack_20251219_667.npy,Psilocin | 24h,324
8_7_PSI24_hod_9_Multichannel Z-Stack_20251219_668.npy,Psilocin | 24h,324
8_7_PSIHARMIN24_hod_10_Multichannel Z-Stack_20251219_679.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_1_Multichannel Z-Stack_20251219_670.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_2_Multichannel Z-Stack_20251219_671.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_3_Multichannel Z-Stack_20251219_672.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_4_Multichannel Z-Stack_20251219_673.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_5_Multichannel Z-Stack_20251219_674.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_6_Multichannel Z-Stack_20251219_675.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_7_Multichannel Z-Stack_20251219_676.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_8_Multichannel Z-Stack_20251219_677.npy,Psilocin + harmine | 24h,324
8_7_PSIHARMIN24_hod_9_Multichannel Z-Stack_20251219_678.npy,Psilocin + harmine | 24h,324
8_7_PSY24_hod_10_Multichannel Z-Stack_20251219_689.npy,Psilocybin | 24h,324
8_7_PSY24_hod_1_Multichannel Z-Stack_20251219_680.npy,Psilocybin | 24h,324
8_7_PSY24_hod_2_Multichannel Z-Stack_20251219_681.npy,Psilocybin | 24h,324
8_7_PSY24_hod_3_Multichannel Z-Stack_20251219_682.npy,Psilocybin | 24h,324
8_7_PSY24_hod_4_Multichannel Z-Stack_20251219_683.npy,Psilocybin | 24h,324
8_7_PSY24_hod_5_Multichannel Z-Stack_20251219_684.npy,Psilocybin | 24h,324
8_7_PSY24_hod_6_Multichannel Z-Stack_20251219_685.npy,Psilocybin | 24h,324
8_7_PSY24_hod_7_Multichannel Z-Stack_20251219_686.npy,Psilocybin | 24h,324
8_7_PSY24_hod_8_Multichannel Z-Stack_20251219_687.npy,Psilocybin | 24h,324
8_7_PSY24_hod_9_Multichannel Z-Stack_20251219_688.npy,Psilocybin | 24h,324
